accommodation_id,accommodation_name,accommodation_address,accommodation_type,city_name,avg_price,rating,feature_hotel_type,longitude,latitude,citycode
B00190ZBXO,鸿运酒店公寓(南京小市地铁站红山动物园店),百灵街25号复兴国际青年街区(近小市地铁站1号口),招待所,南京市,120,3.5,"公寓式酒店,低价实惠",118.787418,32.093088,25
B00190Z2KK,清沐酒店(南京江宁万达新亭路地铁站店),竹山路97号(新亭路地铁站3号口步行400米),经济型连锁酒店,南京市,160,4.8,经济型,118.8457,31.946832,25
B001913DUL,南京矿机招待所(总统府浮桥地铁站店),鸡鹅巷20号,招待所,南京市,120,4.3,招待所,118.791006,32.048705,25
B00190Z8V7,布丁酒店(南京火车站红山动物园店),和燕路63号,经济型连锁酒店,南京市,120,3.0,"经济型,疫情轨迹点",118.794795,32.096205,25
B0FFGVW1F3,骏怡连锁酒店(南京东南大学店),进香河路老虎桥37号,酒店,南京市,120,3.0,经济型,118.791559,32.051684,25
B00190AOAW,梅山宾馆,中华门外新建,三星级酒店,南京市,220,4.3,舒适型,118.628371,31.897779,25
B00190CSZ2,7天酒店(新7天南京玄武湖虹桥地铁站湖南路店),中山北路西流湾27号,经济型连锁酒店,南京市,150,4.3,"经济型,7天特惠",118.770393,32.072947,25
B00190YOM7,宏光酒店(南京新街口明瓦廊店),陆家巷1号(近陆家巷与明瓦廊交汇处),招待所,南京市,150,4.6,经济型,118.783117,32.037096,25
B00190YZ6D,7天酒店(南京长江大桥北地铁站店),江山路6号(金象朗诗红树林旁),经济型连锁酒店,南京市,150,4.1,"经济型,低价实惠",118.732738,32.126543,25
B0FFGPNWS6,布丁严选酒店(南京夫子庙地铁站景区店),太平南路585号(夫子庙地铁站3号口步行300米),经济型连锁酒店,南京市,150,4.2,快捷酒店,118.789473,32.024191,25
B0JAHSHSP1,城市便捷酒店(南京文德路地铁站研创店),江浦街道新理想家园M02栋,经济型连锁酒店,南京市,160,4.4,经济型,118.630751,32.051963,25
B0I6PMI0X8,轻奢坊公寓(南京尧化门店),尧化街道尧顺路峯汇里6栋1楼,酒店,南京市,150,4.0,公寓式酒店,118.887946,32.12516,25
B0J0CLEMA8,7天酒店(新7天·南京新亭路地铁站店),新亭路18号,经济型连锁酒店,南京市,150,4.3,经济型,118.854755,31.943351,25
B00190BS8Q,南京什么宾馆,紫金东路1号,快捷酒店,南京市,120,3.8,快捷酒店,118.836137,32.024348,25
B0FFFD1XIT,7天连锁酒店(南京夫子庙大光路店),大光路28号,经济型连锁酒店,南京市,150,4.0,经济型,118.814379,32.024179,25
B001906EYY,南京春雨商务宾馆(红山动物园店),黄家圩29号(南京站地铁站11号口步行340米),酒店,南京市,120,2.6,"经济型,低价实惠",118.795183,32.091606,25
B00190CWZP,格林豪泰酒店(南京火车站中央门店),建宁路16号-6栋,经济型连锁酒店,南京市,160,4.4,经济型,118.777102,32.091027,25
B00190CSZ0,7天酒店(南京玄武湖艺术学院虹桥地铁站店),水佐岗56号,经济型连锁酒店,南京市,150,4.5,"经济型,7天特惠",118.76499,32.071228,25
B001907HGH,展新宾馆(南京林业大学会展中心店),锁金北路锁金三村3号,招待所,南京市,120,3.7,招待所,118.813501,32.073614,25
B0FFF65LGE,厦门鑫美住宿,内茂二里3-1号经济实惠的宾馆性价比高的住宿旅游度假,酒店,厦门市,80,4.5,"民宿,低价实惠",118.042096,24.568688,592
B0FFL5NZVU,厦门君临致远旅社,东宅宅尾里70号,招待所,厦门市,80,4.3,旅馆,118.064683,24.621601,592
B0K6KR2MEH,厦门FPS电竞酒店,后溪镇珩山二里8号大都荟2栋A座0830室,酒店,厦门市,220,4.8,电竞酒店,118.078122,24.636047,592
B0FFLAWCK0,厦门祥来出租房,马巷镇巷东路83号,招待所,厦门市,80,3.9,旅馆,118.254528,24.664665,592
B0FFJ054Y7,北站和福客栈(天水路地铁站店),后溪镇后埯村田厝田南2-1,招待所,厦门市,120,5.0,旅馆,118.065912,24.626789,592
B0FFMF7AFJ,鑫佳缘宾馆(同安城南店),祥平街道银莲里286号,快捷酒店,厦门市,120,3.6,"快捷酒店,低价实惠",118.149043,24.720974,592
B025003IUL,芝阳酒店(厦门中山路步行街店),镇邦路17号,招待所,厦门市,120,3.5,旅馆,118.076227,24.454004,592
B0FFIC7S1D,厦门易居公寓,禾山街道围里社628号,招待所,厦门市,120,3.7,"旅馆,低价实惠",118.145262,24.527507,592
B0FFIC7S1E,厦门新阳光公寓(高崎国际机场板尚路店),坂尚路围里社723号宸鸿科技1号门斜对面,招待所,厦门市,120,4.0,民宿,118.14353,24.528548,592
B0GRU650MF,厦门筱金酒店,西林路2-12号,快捷酒店,厦门市,150,4.6,快捷酒店,118.14151,24.476299,592
B02500VCFS,考拉国际青年酒店(厦门中山路轮渡店),中山路步行街110-131号,招待所,厦门市,120,4.2,主题酒店,118.077999,24.452802,592
B0HRC5N5HL,观影酒店(厦门北站理工学院店),后溪镇岩内埔中央里4号楼,酒店,厦门市,120,4.7,经济型,118.085568,24.634366,592
B0LG0RXTZ1,全家酒店,台湾街224号,酒店,厦门市,150,4.1,经济型,118.132586,24.497076,592
B0LBD7Y63V,优品柏悦酒店,马巷镇竹仔脚巷1号,酒店,厦门市,150,4.8,民宿,118.252327,24.665528,592
B0GK4XSYAY,厦门佳佳旅馆,灌口大道809号有居便利店与中国石化中间,酒店,厦门市,80,4.6,经济型,117.986143,24.607279,592
B0H1UUYBFT,优家公寓(厦门高崎机场店),围里路517号,招待所,厦门市,150,4.7,民宿,118.148572,24.527722,592
B0250040V5,厦门来君宾馆(后埔地铁站店),金尚路137号(后埔地铁站1号口步行60米),酒店,厦门市,120,3.2,经济型,118.145753,24.490866,592
B0FFIN3I48,馨然公寓,围里社566号(近高崎机场),经济型连锁酒店,厦门市,120,4.7,经济型,118.14495,24.527456,592
B0FFFS3THT,厦门欣来宾馆,禾祥东路178号之9号,酒店,厦门市,120,4.2,旅馆,118.115927,24.471501,592
B0FFM0JTEI,厦门益星公寓(湖里万达店),仙岳路万达SOHO公寓D2栋,酒店,厦门市,120,4.1,经济型,118.179455,24.502906,592
B0G23XGW1X,厦门品尚公寓(翔安火炬高新区店),马巷镇后滨村上庄里13-1号,快捷酒店,厦门市,120,4.6,"快捷酒店,低价实惠",118.238285,24.652972,592
B0FFLNPI31,馨苑民宿(厦门北站店),后溪镇岩内村埔中央里62号2-4楼,酒店,厦门市,120,4.7,民宿,118.087826,24.634299,592
B02500S6MH,厦门湘吉旅馆,吕岭路泰和花园189号(彩虹花园对面),招待所,厦门市,120,4.3,经济型,118.139215,24.494015,592
B0250048P4,厦门颐家酒店(集美学村店),侨英孙厝同集南路2号202单元,酒店,厦门市,150,4.5,经济型,118.101235,24.584036,592
B0FFJ7WAVY,斯维登度假公寓(厦门北站华侨大学店),杏林湾路96号万科云城12栋,酒店,厦门市,150,4.0,公寓式酒店,118.07997,24.606169,592
B02500T4W7,厦门同缘宾馆,中山路95号,酒店,厦门市,120,4.0,"旅馆,低价实惠",118.149542,24.732048,592
B025002IWK,集兴旅社(厦门集美学村地铁店),集美学村嘉庚路11号,招待所,厦门市,80,4.0,"经济型,低价实惠",118.097095,24.56852,592
B025003ZBS,厦门金安旅馆,禾祥东路188号(厦门火车站地铁站6号口步行400米),招待所,厦门市,120,3.9,旅馆,118.116314,24.471403,592
B0FFIGTIL5,厦门瑞家公寓,马巷镇巷西路58号-1(近马巷车站海澜之家旁)瑞家公寓,酒店,厦门市,120,4.0,"民宿,低价实惠",118.251455,24.66576,592
B0FFKPE5UL,厦门烨景商务酒店(华天涉外技术学院店),新东路5号,商务酒店,厦门市,150,3.8,商务酒店,118.24703,24.60688,592
B0FFKBNC7Z,厦门鹭翔宜居公寓,"洪钟大道西150米(海洋学院对面,近技师学院)",酒店,厦门市,120,3.8,旅馆,118.249913,24.589833,592
B0FFJCBFDR,厦门围里佳悦来公寓(高崎国际机场店),岐山北路727号,经济型连锁酒店,厦门市,120,3.7,经济型,118.142836,24.529868,592
B02500QJMN,泊捷连锁酒店(厦门火车站明发商业广场店),莲前西路2号莲富大厦A座3层301,酒店,厦门市,120,3.8,经济型,118.12087,24.475882,592
B0FFKV9G89,尚品商务酒店(厦门北站店),学院路埔中央里8号,商务酒店,厦门市,160,3.8,商务酒店,118.085527,24.634013,592
B0JD47FT5R,珊瑚雅居翔安店公寓(后仓路1号分店),新店镇新澳路1495号1034室,酒店,厦门市,150,4.5,公寓式酒店,118.239056,24.566399,592
B02500QI6I,诺一酒店(厦门仙岳医院文化艺术中心店),仙岳路452号(松柏湖花园旁),酒店,厦门市,150,3.4,民宿,118.116252,24.493917,592
B0KRS58I23,厦门Gamer电竞酒店(万科云城店),龙荷二里5号202室,酒店,厦门市,220,4.6,电竞酒店,118.079784,24.605432,592
B0FFFD3P1B,厦门北站旅馆,"后溪镇孙坂南路英埭头104号(毗邻厦门北站,火车站)",招待所,厦门市,80,3.0,"旅馆,低价实惠",118.082843,24.61734,592
B0I254A6XK,丰航旅馆,内厝镇前埯村小路边134-1号,招待所,厦门市,80,4.8,旅馆,118.315982,24.672452,592
B02500RPY3,厦门靠海居宾馆,厦禾路842号金榜大厦6层(后埭溪路与厦禾路交汇处),酒店,厦门市,120,2.7,经济型,118.10802,24.466681,592
B0K69CMUT6,BFEEL设计师酒店公寓(厦门高崎国际机场店),林后社71号,酒店,厦门市,220,4.4,公寓式酒店,118.135572,24.525652,592
B0KUHUIJ2T,拾光快捷美宿,香山街道沙美鹊峰西里2-1号,快捷酒店,厦门市,120,4.8,快捷酒店,118.324622,24.611548,592
B0KBLKUL49,厦门金典公寓(高崎国际机场店),围里社1610号,酒店,厦门市,150,4.3,民宿,118.142807,24.529721,592
B0JD1A4M9A,厦门悦豪家园(海洋学院店),洪钟大道洪前村尾宅里62号,酒店,厦门市,120,3.9,经济型,118.250247,24.59114,592
B0FFHO264I,庭苑酒店(厦门中山路第一码头店),厦禾路244号(大同小学对面),酒店,厦门市,150,4.3,经济型,118.078217,24.459553,592
B0LG7SX1Q3,厦门海悦·云居酒店式公寓,杏林北路23-1-101号,酒店,厦门市,220,4.8,民宿,118.043943,24.572865,592
B025004LPI,怡都酒店(厦门大学双子塔店),演武路27号2层,酒店,厦门市,150,3.9,经济型,118.092598,24.436437,592
B0JKXDMOY1,航家汇源酒店(厦门火车站万象城店),后埭溪路28号皇达大厦,酒店,厦门市,150,3.8,经济型,118.105282,24.471696,592
B0H6PNL60P,厦门木子商务酒店(东渡邮轮中心厦鼓码头店),仙岳路45号(厦门古玩城公交站),酒店,厦门市,150,4.0,经济型,118.085981,24.492691,592
B0FFG4ZCLZ,贵阳墅国际青年旅舍,中山南路86号,招待所,贵阳市,80,4.9,"青年旅舍,低价实惠",106.695021,26.574607,851
B0FFHIOUNU,贵阳湘林招待所,青禾街17号(紫林庵地铁站C口步行230米),招待所,贵阳市,80,4.4,"经济型,低价实惠",106.706195,26.584226,851
B0FFF3NCP5,贵阳盛和公寓宾馆,花溪大道北段锦绣星城1号楼,酒店,贵阳市,120,4.1,"旅馆,低价实惠",106.698376,26.571529,851
B0FFG8UB4D,霖城名都酒店(花果园财富广场店),财富广场4号,四星级酒店,贵阳市,320,4.1,经济型,106.670445,26.557312,851
B03530P31F,贵阳兴源酒店,新添寨新创路1号,酒店,贵阳市,150,4.1,经济型,106.771146,26.632292,851
B0FFGGBWJ5,贵阳鑫泽商务宾馆,"旭东路151号(近贵州师范大学,师大附中)",招待所,贵阳市,120,4.0,旅馆,106.724226,26.587947,851
B0FFFGLWTB,贵阳悦顺宾馆(贵州师范大学店),栖霞社区服务中心旭东路285号贵阳师大后门煤矿村农贸市场旁,酒店,贵阳市,80,3.9,"经济型,低价实惠",106.726849,26.589709,851
B0FFFAM417,贵阳星宇宾馆,花果园社区服务中心花溪大道130号,酒店,贵阳市,120,3.7,"经济型,低价实惠",106.697891,26.570083,851
B0353032C4,贵阳华顺酒店(喷水池地铁站店),"民权路81号(民权路与富水北路交汇处西南角,南国花锦对面)",酒店,贵阳市,150,3.6,经济型,106.713595,26.581744,851
B0FFI0GTEH,四方馆·漫宿(贵阳花果园店),花果园财富广场3号12层,酒店,贵阳市,220,4.8,舒适型,106.669197,26.556655,851
B035302WON,尚影酒店(喷水池贵州医科大学附属医院店),"北京路21号(贵州省政协对面,近贵州医科大学附属医院)",酒店,贵阳市,150,3.6,经济型,106.710718,26.594586,851
B035301WL2,贵阳兴关宾馆(甲秀楼青云市集店),兴关路32号,招待所,贵阳市,120,4.3,"快捷酒店,低价实惠",106.713722,26.564145,851
B0FFHONZSH,时代假日酒店(贵阳龙洞堡机场店),客运东站旁高楼安置房3栋1单元3层,酒店,贵阳市,120,4.1,民宿,106.773688,26.519123,851
B03530PQQH,中铁宾馆(贵阳第五分店),铁路线2号(贵阳火车站地铁站A口步行240米),酒店,贵阳市,120,3.1,经济型,106.700913,26.557958,851
B0FFI6PWS2,贵阳金飞筑兴酒店式公寓,花果园大街1号花果园购物中心1F层,酒店,贵阳市,120,4.3,经济型,106.690934,26.568711,851
B0FFM5T75F,安馨酒店(贵阳北大资源缤纷广场店),北大资源缤纷广场A1栋6层,酒店,贵阳市,150,4.4,旅馆,106.698606,26.516595,851
B0FFG2OOJF,华阳宾馆(贵阳精工科技学校店),中天社区服务中心茶店村清凉巷12号,快捷酒店,贵阳市,120,4.2,快捷酒店,106.73155,26.613441,851
B0FFHZBORL,贵阳博客来酒店,大营坡鹿冲关路239号,酒店,贵阳市,120,3.6,经济型,106.717746,26.608444,851
B0FFFMJT56,7天酒店(贵阳三桥改茶路店),三桥改茶路68号,经济型连锁酒店,贵阳市,120,4.2,快捷酒店,106.667124,26.574859,851
B0353032TL,贵阳馨悦商务宾馆,四通街16号3层(贵阳火车站地铁站B口步行390米),商务酒店,贵阳市,120,4.2,"商务酒店,低价实惠",106.707089,26.555656,851
B03530P0FY,锦宏酒店,红街A1栋6层(观山西路地铁站D口步行490米),快捷酒店,贵阳市,150,4.1,快捷酒店,106.619642,26.637891,851
B0FFHOE06Y,亿家智慧酒店(贵阳花果园双子塔店),花果园大街花果园J区2栋21层,酒店,贵阳市,150,4.1,经济型,106.684237,26.559089,851
B0FFFEFR4V,天河宾馆(老街),石板镇2村村委会旁,酒店,贵阳市,80,4.1,"家庭旅馆,低价实惠",106.608685,26.46292,851
B0FFFTLMSU,贵阳锦粤精诚酒店(小河锦江路店),锦江路491号,快捷酒店,贵阳市,150,4.2,"快捷酒店,低价实惠",106.694145,26.516606,851
B0FFHX92JT,贵阳维纳斯酒店式公寓,松花路花果园E1区中山公馆2栋2单元18层2号,酒店,贵阳市,120,4.1,家庭旅馆,106.689803,26.570501,851
B0FFI4VQP2,贵阳达旺星酒店(二戈寨大数据电商产业园店),孟关大道二戈寨富源居小区D4栋附1号,酒店,贵阳市,120,4.2,经济型,106.736303,26.500972,851
B035301RNB,齐聚源宾馆,花香巷46号(贵阳烟厂对面),酒店,贵阳市,120,4.0,"经济型,低价实惠",106.697412,26.573783,851
B0FFFGP984,浣纱商务宾馆(延安西路地铁站店),浣纱路延安西路地铁站B出口50米财富公馆停车场旁,酒店,贵阳市,120,3.3,"旅馆,低价实惠",106.698402,26.580543,851
B0FFFGOPZF,贵宾宾馆(大营坡店),大营坡黑马市场,酒店,贵阳市,80,3.9,"旅馆,低价实惠",106.71688,26.600651,851
B03530RNIE,贵阳龙泉商务宾馆(喷水池地铁站店),人民大道与合群路交叉口龙泉大厦5楼1号线地铁站B站口旁,商务酒店,贵阳市,120,4.0,"商务酒店,低价实惠",106.709901,26.584115,851
B0FFG1AJ7S,国信快捷酒店(贵阳黔灵山公园延安西路地铁站店),延安西路市西路步行街A10栋,酒店,贵阳市,120,3.8,经济型,106.6992,26.581268,851
B0FFHFJ63R,贵阳紫荆时尚酒店,云关乡嘉润路135号加油站旁,酒店,贵阳市,120,3.9,经济型,106.729129,26.55336,851
B0353032KP,贵阳一家公寓酒店(妇幼保健院店),花溪大道北段128号,酒店,贵阳市,150,4.0,公寓式酒店,106.697849,26.570552,851
B0353032T5,贵阳华泰酒店(中大国际大营坡店),贵乌北路91号B栋2楼,酒店,贵阳市,120,3.9,"经济型,低价实惠",106.72045,26.602517,851
B0FFG4LKOO,润德轩酒店(贵阳小十字店),"中山东路76号(小十字银座旁,报业大厦斜对面)",酒店,贵阳市,150,3.8,经济型,106.716184,26.577583,851
B0FFHOLUUX,龙翔商务酒店(贵阳龙洞堡机场店),龙洞堡东客车站安置房小区1栋1单元7楼,商务酒店,贵阳市,150,3.8,商务酒店,106.77373,26.519998,851
B0FFFPNJT7,甲秀时尚酒店(贵阳甲秀楼纪念塔店),新华路兴隆东巷2号,酒店,贵阳市,120,3.7,"经济型,低价实惠",106.717942,26.568946,851
B0FFHRDTJY,贵阳康豪酒店(贵阳龙洞堡国际机场店),油榨街富源北路东泓福源国际B区4栋32楼,酒店,贵阳市,120,3.7,经济型,106.741748,26.555501,851
B0FFFH0FTU,贵阳网络酒店(中华北路店),中华北路242号(北京路地铁站D口步行450米),酒店,贵阳市,120,3.7,"旅馆,低价实惠",106.710523,26.594122,851
B0FFF35I9O,贵阳鸿强宾馆,蓑草路40号4单元202号(近云关乡政府),酒店,贵阳市,80,3.7,"旅馆,低价实惠",106.725554,26.561232,851
B0FFF35516,贵阳鑫城酒店,沙冲中路88号(沙冲路地铁站B口步行420米),酒店,贵阳市,120,3.6,"经济型,低价实惠",106.705331,26.552949,851
B0FFI137XU,江琳宾馆(贵阳龙洞堡东客站店),东客站安置房2栋2单元10层,酒店,贵阳市,80,3.5,经济型,106.773944,26.519484,851
B0FFFKFZ1I,贵阳艾玛假日酒店,遵义路55号,酒店,贵阳市,220,3.3,度假酒店,106.708664,26.565486,851
B0FFFGLUNK,贵阳馨悦酒店,响水组57号,酒店,贵阳市,120,3.3,"经济型,低价实惠",106.710672,26.605016,851
B0FFFGLUR6,贵阳雨佳宾馆(紫林庵地铁站店),紫林庵瑞金中路69号综栋2单元2楼,酒店,贵阳市,80,3.3,"旅馆,低价实惠",106.705047,26.581372,851
B035302RHF,贵阳芙蓉招待所,沙冲北路10号(达高桥如家酒店前20米),招待所,贵阳市,80,2.9,"招待所,低价实惠",106.706288,26.556051,851
B035302PBW,贵阳128酒店(甲秀楼店),观水路111号省委大门左面,酒店,贵阳市,120,2.8,经济型,106.722067,26.570753,851
B03530OY7L,7天优品酒店(贵阳清水江路锦江路双地铁站店),清水江路310号,经济型连锁酒店,贵阳市,150,4.7,"经济型,7天特惠",106.702861,26.50838,851
B0FFFGLWSO,服务大楼酒店(火车站店),解放路25号(国鼎家电旁),三星级酒店,贵阳市,160,4.3,经济型,106.707474,26.560519,851
B0FFF3NCW7,黔诚大酒店,扎佐镇襄阳大道商业街青家湾路口(近扎佐镇、贵阳森林野生动物园),酒店,贵阳市,120,4.5,"旅馆,低价实惠",106.716913,26.844562,851
B001C8RR9I,POSHPACKER拖板鞋青年旅舍旅行酒店(成都太古里春熙路地铁站店),东升街98号3楼,酒店,成都市,85,4.7,"青年旅舍,低价实惠",104.078001,30.650365,28
B001C7UAFT,驴友记旅行酒店(成都文殊院店),"星辉西路任家湾23号(近金牛万达广场,文殊院附近)",招待所,成都市,85,4.6,"青年旅舍,低价实惠",104.073806,30.678897,28
B0FFHRJ60H,豪庭连锁主题公寓(成都火车东站店),嘉陵江路68号东方新城2期(东站东广场北出口斜对面),酒店,成都市,150,4.9,主题酒店,104.146387,30.629122,28
B0FFHN21SY,笑脸里·好久不见青年旅舍(成都锦里武侯祠店),衣冠庙超洋路68号(衣冠庙地铁站A口步行350米),招待所,成都市,60,4.9,"经济型,低价实惠",104.049526,30.633401,28
B0FFF4OO0H,怡家酒店(彭州高铁站龙兴寺店),西大街118号,经济型连锁酒店,成都市,120,4.8,快捷酒店,103.939456,30.983623,28
B001C803ZQ,新友佳商务酒店(新城店),牡丹北路66号,酒店,成都市,120,4.8,经济型,103.954018,30.990819,28
B001C8RBFT,99优选酒店(成都宽窄巷子地铁站店),槐树街47号,经济型连锁酒店,成都市,120,4.2,"快捷酒店,低价实惠",104.052865,30.66958,28
B001C8MH1V,成都乐浮青年旅舍,太升北路10号(太升南路地铁站C口步行490米),招待所,成都市,80,4.6,青年旅舍,104.079744,30.668637,28
B001C8RBFS,99旅馆连锁(成都营门口店),营门口路251号民光商厦2楼,经济型连锁酒店,成都市,120,4.6,"快捷酒店,低价实惠",104.040989,30.686933,28
B001C8OQ7Z,布丁严选酒店(成都火车东站牛市口地铁站万象城店),牛市口路30号,经济型连锁酒店,成都市,150,4.0,经济型,104.107238,30.640917,28
B0FFI7YGD9,逆时光公寓(成都东站店),嘉陵江路68号12栋3单元,酒店,成都市,120,4.3,经济型,104.146965,30.628947,28
B001C8PLB0,99旅馆连锁(共和村商务楼店),共和路红瓦寺共和村5号商务大楼三层,经济型连锁酒店,成都市,120,4.7,快捷酒店,104.084214,30.635276,28
B0FFGDQW9N,大邑雾山农场,两河口社区7组,酒店,成都市,150,4.5,农家乐,103.394992,30.680819,28
B001C7VSMZ,成都紫金臻宾馆,暑袜中街51号,酒店,成都市,120,4.2,旅馆,104.074366,30.657077,28
B0GRNC7WN7,龙猫竣电竞酒店(成都春熙路店),走马街68号锦城大厦6楼,酒店,成都市,220,4.8,舒适型,104.075724,30.652794,28
B0LUNH6FI3,海友酒店(成都天府新区南湖立交地铁站店),剑南大道南段3023号(地铁站C旁边),经济型连锁酒店,成都市,150,5.0,"住宿服务,宾馆酒店,经济型连锁酒店",104.03348,30.487639,28
B001C806TY,宏鼎商务酒店(菁华路),菁华路47号,商务酒店,成都市,220,4.7,商务酒店,104.26917,30.884108,28
B0340000B2,奥林酒店(建设中路),简城镇建设中路235号,酒店,成都市,150,4.7,经济型,104.544703,30.385691,28
B0IKPZW12X,如家睿柏·云酒店(成都青白江大弯中学店),菁华路128号,酒店,成都市,220,5.0,高档型,104.269951,30.885346,28
B0FFGZZ5BC,成都爱尚格调酒店(宽窄巷子店),槐树街47号(近宽窄巷子、永陵博物馆),快捷酒店,成都市,220,4.2,快捷酒店,104.052872,30.669835,28
B0JDJSE01Z,成都飞鸿精品酒店(四川音乐学院西南石油大学地铁站新都校区),新都镇学院路东段川音小区三巷160号,酒店,成都市,220,4.8,"住宿服务,宾馆酒店,宾馆酒店",104.179859,30.802505,28
B0H1OLUZ9H,顽石电竞智慧公寓,成都郫都区隆府南巷110号附10号,酒店,成都市,150,4.8,电竞酒店,103.948827,30.781295,28
B0GUBCNC2P,成都青柚共享酒店(文殊院骡马市地铁站店),西玉龙街小福建营巷5号(骡马市地铁站F口步行180米),招待所,成都市,85,4.8,"青年旅舍,低价实惠",104.066937,30.668431,28
B0HGVSOD3E,速8酒店(成都蜀汉路东地铁站店),抚琴西路171号3层(蜀汉路东地铁站C口步行440米),经济型连锁酒店,成都市,150,4.0,经济型,104.033764,30.680077,28
B0J1BKL2FZ,美居亚酒店(电子科技大学百草路地铁站店),蜀西路78号1栋1单元14层14001号,酒店,成都市,160,5.0,经济型,103.981165,30.723588,28
B0IU2ZMOVO,聚源盛世酒店(成都天府国际机场店),草池镇金鸡村一组196号,商务酒店,成都市,220,4.8,商务酒店,104.411125,30.321691,28
B0IG2A4Y5U,四季花畔酒店(成都西博城店),夔州大道广汇都荟1栋2单元,商务酒店,成都市,320,4.8,商务酒店,104.08902,30.441106,28
B0FFHTTQ0G,小时光驿站(成都东站东广场店),邛崃山路68号东方新城二期3号门,酒店,成都市,120,4.5,家庭旅馆,104.147063,30.629541,28
B0L6FMCN98,成都象牙青年旅舍(东大路地铁站店),东大路318号环球汇天誉五区B座19楼1904号,招待所,成都市,60,4.9,青年旅舍,104.110277,30.633176,28
B0FFFQ1Z1O,青城山忆楠客栈,青城山镇青城人家泉水四巷34号,招待所,成都市,150,4.5,客栈,103.595987,30.905247,28
B0LDPRYZJ3,如家neo成都宽窄巷子抚琴地铁站店,成都市金牛区一环路西三段128号,经济型连锁酒店,成都市,160,4.8,"住宿服务,宾馆酒店,经济型连锁酒店",104.042179,30.67696,28
B0IRFR9YTZ,好眠季风酒店(成都天府国际机场店),简城镇棉丰南街79号,商务酒店,成都市,150,4.7,商务酒店,104.497134,30.351764,28
B0G10ZF12L,轻住·悦享酒店(成都火车北站地铁站金牛万达广场店),二环路北二段8号(火车北站地铁站F口步行310米),商务酒店,成都市,220,4.9,商务酒店,104.070717,30.694262,28
B0H2Y5YJPP,7天酒店(都江堰古城中心店),杨柳河街156号,经济型连锁酒店,成都市,120,4.7,经济型,103.622044,30.999571,28
B0FFGZIRPM,如家酒店(成都武侯生活广场红牌楼地铁站店),高升桥路23号红牌楼商业区A座1-2层B座3层,经济型连锁酒店,成都市,160,4.3,快捷酒店,104.033075,30.635169,28
B0FFFCR021,希美登酒店(成都川师大店),静渝路31号(火车东站地区),酒店,成都市,150,4.2,经济型,104.112482,30.618227,28
B0J2S4KTLY,佰郦希玥酒店(成都东站店),邛崃山路66号泊鲤中心6栋1楼,酒店,成都市,160,4.8,经济型,104.146436,30.633673,28
B0KATNO1C0,卡布诺酒店(金堂大学城店),栖贤街道兰家店路159号,酒店,成都市,120,4.8,经济型,104.451953,30.850959,28
B0FFHLJZWL,漫花园酒店,二环路东五段9号(万达广场对面)兴熙北旁,酒店,成都市,220,4.2,经济型,104.098269,30.623907,28
B001C80D81,7天酒店(成都宽窄巷子文殊院地铁站店),宁夏街1号,经济型连锁酒店,成都市,150,4.2,"经济型,7天特惠",104.060008,30.675213,28
B0FFG79J2W,蓉港酒店(成都双流机场店),临港路5段空港国际城,四星级酒店,成都市,320,4.0,经济型,104.009557,30.570838,28
B0FFG7SNO0,布丁酒店(成都春熙路地铁站太古里中心店),城守东大街段6号蓝光大厦6层,经济型连锁酒店,成都市,150,4.6,经济型,104.076177,30.653161,28
B001C90IKU,7天酒店(成都火车站荷花池店),八里桥85号近火车北站地铁一号线C出口,经济型连锁酒店,成都市,150,4.5,"经济型,7天特惠",104.079453,30.700238,28
B001C8R6CB,滨海酒店,光华大道三段1818号珠江地产11层,四星级酒店,成都市,380,4.5,经济型,103.857598,30.687321,28
B001C8NNDZ,凯宾酒店(成都青白江万达店),青江中路288号,经济型连锁酒店,成都市,160,4.5,经济型,104.250737,30.87734,28
B0FFFZENDI,威登酒店(春熙路店),暑袜北二街89号,酒店,成都市,320,4.6,舒适型,104.076615,30.66056,28
B0J0NSCNXT,背包十年青年旅舍(成都太古里春熙路店),北新街26号3/4/5/6,酒店,成都市,80,4.8,青年旅舍,104.076666,30.657451,28
B0HR6H8LZ3,幻变艺术酒店(成都建设北路地铁站店),建设路街道建设巷11号附10号,酒店,成都市,320,4.9,舒适型,104.102935,30.670458,28
B0FFKTLJ25,乐逸酒店(成都龙泉店),三盛都会城6栋(车城东七路745号),酒店,成都市,150,4.9,经济型,104.224871,30.519654,28
B001C80SO1,7天优品酒店(成都郫县犀浦地铁站店),犀浦镇珠江东路111号,经济型连锁酒店,成都市,150,4.5,经济型,103.963379,30.759599,28
B0FFFZKIZL,大隐国际青年旅舍(上海陆家嘴源深路地铁站店),陆家嘴街道浦东大道834弄-840号甲,招待所,上海市,120,4.8,"旅馆,低价实惠",121.527291,31.239356,21
B0FFGX9CYO,登巴客栈(上海旗舰店),延安西路576号,招待所,上海市,120,4.4,"客栈,低价实惠",121.435379,31.216636,21
B0FFIK2L7Q,艾尚商务酒店(上海火车站店),中华新路1177号,酒店,上海市,160,3.5,经济型,121.44873,31.25498,21
B00155779O,登巴客栈(上海长寿路店),西康路1426号(近澳门路),酒店,上海市,120,4.3,"经济型,低价实惠",121.435862,31.244349,21
B0KDR79H9Y,上海船长五号青年酒店(莘庄地铁站店),莘朱路128号,酒店,上海市,120,4.8,经济型,121.384072,31.10755,21
